Location,Hospital_Name,State,District,Pincode,Latitude,Longitude,Specialisation,n_beds
Bandar Road. Magrol,Madhav Prasutigruh and Surgical Hospital,Gujarat,Junagadh,362225,21.522184,70.4578768,Gynaecologist & Obstetrician,26
Mangrol,Shifa Hospital - Mangrol,Gujarat,Junagadh,362225,21.1171698,70.1158113,"General Physician, Gastroenterologist, Oncologist, Endoscopist",43
"Near Kaveri Hotel,S.T. Road,Veraval",Aasha Hospital,Gujarat,Junagadh,362265,20.9158979,70.3628516,"Gynaecologist & Obstetrician, Urologist",19
"Near Hotel Kaveri, B/H Bus Stand, Veraval",Asha Maternity and Children Hospital,Gujarat,Junagadh,362265,20.9158979,70.3628516,General Physician,6
"Prakashnagar Main Road,Opp Geb Office,Veraval","Deep Darshan Eyecare Hospital(C/O Dr Thanki""S Eye Hospital)",Gujarat,Junagadh,362265,20.9158979,70.3628516,"Gynaecologist & Obstetrician, ENT",24
"Prakash Nagar, Main Road, Opposite G.E.B. Offices, Veraval",Dr. Thanki Eye Hospital,Gujarat,Junagadh,362265,20.9158979,70.3628516,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatrician, Ophthalmologist, Cardiologist, Oncologist
",41
"Doctor's House, Heera Panna Complex, S.T Road, Veraval",Madhuram Hospital,Gujarat,Junagadh,362265,20.9158979,70.3628516,"ENT, General Physician, Orthopaedic, Paediatricians, Neurologist, Cardiologist, Urologist, Diabetologist, Nephrologist,Coronavirus Testing Centres,Dialysis Centre, Cancer, Oncologist, Endocrinologist, Paediatric Neurologist, Paediatric, Joint Replacement, Paediatric Cardiologist",521
"Street No:8 Prakash Centre, Rajmahal Road Veraval",Shivanand Eye Hospital,Gujarat,Junagadh,362265,20.9158979,70.3628516,Maternity,15
"Behind Hotel Kaveri, S T Road Veraval",Shri Rang Hospital,Gujarat,Junagadh,362265,20.9158979,70.3628516,"General Physician, Gynaecologist & Obstetrician, Neurologist, Cardiologist, Thyroid, Tonsillitis, ENT, Migraine, Arthritis, Osteoarthritis, Cancer",76
"Rajendra Bhavan Road,Veraval",Sub District Hospital-Veraval,Gujarat,Junagadh,362265,20.9158979,70.3628516,"Paediatricians, Maternity",27
Opposite S.T. Stand,Utkarsh Hospital,Gujarat,Junagadh,362265,21.522184,70.4578768,"General Physician, Orthopaedic",16
"1St Floor Shubham Tower,Opp Bus Station, Veraval",Jagruti Clinic,Gujarat,Junagadh,362266,20.9158979,70.3628516,"Gynaecologist & Obstetrician, Maternity, Gynecological Cancer",45
"Near Bus Staion, Govr. Hospital Road, Opposite Lohana Bording, Veraval",Navchetan Surgical Hospital,Gujarat,Junagadh,362266,20.9158979,70.3628516,Dentist,3
Opposite St Bus Station,Urvashi Surgical Hospital,Gujarat,Junagadh,362266,11.4284649,78.1345598,Ophthalmologist,6
Nr.Bus Station,Yashkamal Hospital,Gujarat,Junagadh,362560,21.522184,70.4578768,"Orthopedist, Physiotherapist, ENT",5
"Veraval Highway Road, Kodinar",Shree R.N.Vala Smarak Trust Sanchalit Hospital. Rnv,Gujarat,Junagadh,362720,20.9158979,70.3628516,"ENT, Otorhinolaryngologist",5
"Mundra Road, Bhuj",Accord Multi Speciality Hospital,Gujarat,Kachchh,370001,23.2143412,69.6512178,Maternity,5
"Mews Complex, Near Sankalp Hotel, New Station Road,Bhuj",Arsh Hospital,Gujarat,Kachchh,370001,23.2521731,69.6758018,Maternity,7
"Shree Chambers, 1St Floor,Opp G K General Hospital,B/S Dr Rashmi Shah Hospital,Bhuj",Bhanushali Nursing Home,Gujarat,Kachchh,370001,23.2419997,69.6669324,Ophthalmologist,12
"Dr. Raja Ram Polyclinic, Hospital Road, Bhuj",Chaandu Smruti Chest Hospital,Gujarat,Kachchh,370001,23.2434248,69.6726564,Gynaecologist & Obstetrician,28
"Opp New Gk General Hospital, Lotus Colony, Bhuj",City Eye Hospital,Gujarat,Kachchh,370001,23.2419997,69.6669324,"Urology, Gynaecologist & Obstetrician, Gastroenterology, Dermatolist, Diabetologist",23
"Hospital Road, Bhuj",Dr.Ganatra Hospital,Gujarat,Kachchh,370001,23.2434248,69.6726564,"Dentist, Neurologist, Cardiac, Orthodontist",21
"Near Bhadraka Hospital, Shreyash App., Hospital Road Bhuj",Gupta Children Hospital,Gujarat,Kachchh,370001,23.2434248,69.6726564,"General Physician, Ophthalmologist",12
"No. 96 B1, B2,Hospital Road,Behind Dr. Delhiwala Hospital,Bhuj",Jiya Hospital,Gujarat,Kachchh,370001,23.2419997,69.6669324,Gynaecologist & Obstetrician,14
"96 B1,B2, Behind Dr.Delhiwala Hospital, Hospital Road, Bhuj",Jiya Hospital,Gujarat,Kachchh,370001,23.2434248,69.6726564,"General Physician, Orthopaedic",8
"Siddhi Complex, Hospital Road",Kutch Ortho Surge Hospital,Gujarat,Kachchh,370001,12.9969395,77.5404847,Ophthalmologist,6
"Bidada, Tal Mandvi",Laxmi Jyot Eye Hospital,Gujarat,Kachchh,370001,22.833334,69.3554783,Orthopaedic,6
Rawal Wadi Relocation Site Bhuj,Lnm Cruop Lions Hospital and Research Centre,Gujarat,Kachchh,370001,23.243674,69.6449153,ENT,6
Bhuj,Matrushri Meghbai Premji and Reserach Centre,Gujarat,Kachchh,370001,23.2419997,69.6669324,Gynaecologist & Obstetrician,15
"15, Anand, Near Santoshima Temple, Bhuj",Mehta Hospital,Gujarat,Kachchh,370001,23.2419997,69.6669324,"General Physician, Urologist, Diabetologist, Tuberculosis, Cardiac, Asthma, Hepatitis, Maternity",4
"Nr.Telephone Exchange & Arya Samaj, Lal Tekri, Bhuj",Morabia Hospital,Gujarat,Kachchh,370001,23.2491005,69.6747038,General Physician,5
"Nr, New General Hospital, B/H Delhiwala Hospital Bhuj",Nanavaty Hospital,Gujarat,Kachchh,370001,23.2419997,69.6669324,"General Physician, Urologist",8
"14, Anand Colony Nr.Santoshi Mata Mandir Opp N C C Office, Bhuj",Navkar Eye Hospital and Laser Phaco Centre,Gujarat,Kachchh,370001,23.2419997,69.6669324,Orthopedic,4
"101, Paras Apartment, 1St Floor Hospital Road, Bhuj",Om Hospital,Gujarat,Kachchh,370001,23.2434248,69.6726564,"Gastroenterologist, Urologist, Maternity",14
"""Jeevandeep"" 63 A/B, Vijaynagar, New Hospital Road, Bhuj",Patel E.N.T. Hospital,Gujarat,Kachchh,370001,23.2434248,69.6726564,Gynaecologist & Obstetrician,14
"Shree Sahajanand Bhuvan, Station Road, Bhuj",Patel Hospital,Gujarat,Kachchh,370001,23.2564812,69.6762411,Ophthalmologist,4
"Gayathri Complex Hospital Road, Bhuj",Rao Surgical and Children Hospital,Gujarat,Kachchh,370001,23.241104,69.672315,"Orthopaedic, Paediatrician",6
"2, Lotus Colony, Opposite General Hospital Nr. Geb, Bhuj",Shraddha(Ent) Hospital,Gujarat,Kachchh,370001,23.2419997,69.6669324,"Pathology Labs
",0
"Hospital Raod, Bhuj",Vishvash Orthopaedic Hospital,Gujarat,Kachchh,370001,23.2419997,69.6669324,Maternity,11
"Sevaashram Lotus Colony, Opposite New Gk General Hospital, Bhuj",Vivek Surgical Nursing Home,Gujarat,Kachchh,370001,23.2419997,69.6669324,Dentist,2
"Plot No 203, Sector 1A, Gandhidham",Anuragh Medical Nursing Home,Gujarat,Kachchh,370201,23.0662629,70.13458,"General Physician, Paediatrician",4
"Plot No.162-A, 12-B, Opposite Our Old Hospital, Gandhidham",Dhairya Medical Hospital and Icu Centre,Gujarat,Kachchh,370201,23.075297,70.133673,"General Physician, Gynaecologist & Obstetrician",16
289/12-B Gandhidham,Morakhia Medical Nursing Home,Gujarat,Kachchh,370201,23.075297,70.133673,Orthopaedic,4
"Plot, No. 250, Ward 12-B, 1St Floor, Gandhidham",Omkar Medical Nursing Home,Gujarat,Kachchh,370201,23.0709605,70.1292131,Orthopaedic,4
"Plot No.5, Sector-2, Tagore Road, Gandhidham",Patel Hospital,Gujarat,Kachchh,370201,23.0655995,70.1264294,Maternity,16
"Plot No. 481, 12-C, Lilashah Nagar",Pushpanjali Hospital,Gujarat,Kachchh,370201,23.071922,70.1515342,General Physician,2
"Plot No 448, Sector 1/A, Gayatri Mandir Road, Nr Andhra Bank,Oslo Circle,Gandhidham",Shah Orthopaedic and Superspeciality Hospital,Gujarat,Kachchh,370201,23.0650001,70.1301625,"Urologist, Maternity",17
"Plot No. - 173, Sector - 1/A, Opp - Yamaha Show Room, Nr - Hp Gas Agency, Tagor Road, Gandhidham",Shivam Eye Care,Gujarat,Kachchh,370201,23.075297,70.133673,"Gynaecologist & Obstetrician, Ophthalmologist, Oncologist",17
Dc-6 Nu-4 Near Iffco Colony Gandhidham,St. Josephs Hospital,Gujarat,Kachchh,370201,23.0665251,70.1046474,Maternity,18
"Plot No. 198, 199, Ward No. 12/C, Lilashahnagar, Gandhidham",Vora General and Surgical Hospital,Gujarat,Kachchh,370201,23.067578,70.129054,"General Physician, Gynaecologist & Obstetrician, Ophthalmologist, Cardiologist, Diabetologist, Neurologist",16
"Plot No-28,Ward No-7/10, Tagore Road,Uday Nagar,Gandhidham",Hotchandani Orthopaedic Hospital,Gujarat,Kachchh,370203,23.068932,70.1303877,"General Physician, Orthopaedic",6
"Baroi Road, Mundra",Shri Sarva Seva Sangh - Kachchh,Gujarat,Kachchh,370421,22.8427013,69.7352174,"Gastroenterology, ENT, Dental, Gynaecology & Obstetric, Ophthalmology, Endocrinology & Diabetes, Urology, Dermatology",4
Mandvi,Dr Meenu Agarwal Clinic,Gujarat,Kachchh,370465,22.833334,69.3554783,"General Physician, Ophthalmologist",4
Mandvi,Dr.Prashant Vasa Eye Hospital,Gujarat,Kachchh,370465,22.833334,69.3554783,"Gynecology/Obstetrics, Gynecologic Oncology",18
#NAME,Eye Hospital (Dr.Prashant Vasa),Gujarat,Kachchh,370465,22.833334,69.3554783,"General Physician, Gynaecologist & Obstetrician, Cardiologist, Diabetologist, Oncologist, Orthopaedic",18
"Nanalal Vora Marg, Mandvi",Gauri Hospital - Maternity Home and Sonagraphy Centre,Gujarat,Kachchh,370465,22.8334196,69.3555988,"ENT, Urologist, Gastroenterologist, Dermatologist, Gynaecology & Obstetrics, Endocrinology & Diabetes, Ophthalmology",18
"Nanalal Vora Marg, Mandvi",Harsh I.C.U and Neelam Hospital,Gujarat,Kachchh,370465,22.8334196,69.3555988,Orthopaedic,4
Mandvi,Masoom Child Care,Gujarat,Kachchh,370465,22.833334,69.3554783,"General Physician, Paediatrician",4
"Gadhsisa, Mandvi",Nutan Vikas Trust,Gujarat,Kachchh,370465,22.833334,69.3554783,Institutions For Aged,0
Mandvi,Puspak Hospital,Gujarat,Kachchh,370465,22.833334,69.3554783,"Gynecologist, Orthopedic, Neurologist",17
Mandvi,Rana Hospital,Gujarat,Kachchh,370465,22.833334,69.3554783,"General Physician, Gynaecologist & Obstetrician",18
"Lakhasar Chock, Mandvi",Trivedi Hospital,Gujarat,Kachchh,370465,29.5598082,73.9658933,"General Physician, Paediatrician, Diabetologist, Maternity",18
"Hospital Road, Nakhatrana (Bhuj",Rathod Hospital,Gujarat,Kachchh,370615,23.2419997,69.6669324,"Urologist, ENT, Gynaecology & Obstetrics, Ophthalmology, Nephrology",33
"Nana Kumbhnath Road, Nadiad",Aaradhna Hospital,Gujarat,Kheda,387001,22.6865365,72.8698618,"Ophthalmology, Endocrinology & Diabetes, Urology, Nephrology, ENT, Dermatology, Gastroenterology, Gynaecology & Obstetrics, Dentist",8
"3Rd Floor, Santram Complex, Nr. Open Air Theater, Santram Road, Nadiad",Aditya Ent Hospital,Gujarat,Kheda,387001,22.6752076,72.8688241,"General Physician, Neurologist, Coronavirus Treatment, Diabetologist, Urologist",25
"Sharnam-2, Near Chetak Petrol Pump, Santram Road, Nadiad",Amee Joint Replacement and Orthopaedic Hospital,Gujarat,Kheda,387001,22.6752076,72.8688241,Orthopaedic,25
Deshi Vago,Anjali Hospital,Gujarat,Kheda,387001,22.750651,72.6846658,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Ophthalmologist, Urologist, ENT, Dental",25
"Nr Basudiwala High School, Opposite Nadiad Lce Factory, Nadiad",Arpita Hospital and Maternity Home,Gujarat,Kheda,387001,22.6915853,72.8633635,"General Physician, Gynaecologist & Obstetrician, Cardiologist",25
"Nagarkui, Nadiad",Ashish Medical Nursing Home,Gujarat,Kheda,387001,22.6915853,72.8633635,Chemist,0
"Maha Hospital Campus, College Road,Nadiad",D. Z. Patel Cardiology Centre,Gujarat,Kheda,387001,22.6826638,72.8781885,"Gynaecology & Obstetrics, Ophthalmology, Gastroenterology, Nephrology, Endocrinology & Diabetes, ENT, Dermatology, Dentist",48
"Mission Road,Nadiad",Ddmm Heart Institute,Gujarat,Kheda,387001,22.7001357,72.8485635,Maternity,20
Santram Road Nr Alka Theater Nadiad Nadiad,Dr Jayant Shah Hospital,Gujarat,Kheda,387001,22.681839,72.8754141,"General Physician,Pediatrician",0
Near New S T Stand Nadiad Nadiad,Dr Solanki Hospital,Gujarat,Kheda,387001,22.681839,72.8754141,Multi-Speciality,6
"Junaraopura, Nadiad",Dr. Bhatt Hospital-I.C.U.,Gujarat,Kheda,387001,22.6964799,72.8695044,"Fracture,Orthopaedic",3
"Vkv Road, Nadiad",Dr. Dinesh Pandhi's New Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,"General Physician,Pediatrician",10
"Rabariwad, Nadiad",Dr. Janki V. Amin,Gujarat,Kheda,387001,22.6915853,72.8633635,Eye Specialist,0
"Nana Kumbhnath Road, Nadiad",Dr. K. V. Modi,Gujarat,Kheda,387001,22.6865365,72.8698618,"Gynecologist, Obstetrics",20
"Rabariwad, Nadiad",Dr. Nalini Maternity Home,Gujarat,Kheda,387001,22.6915853,72.8633635,"General Physician,Pediatricians",0
"Near Pranami Mandir, Lakhawad, Nadiad",Dr. Sanghvi Maternity Home,Gujarat,Kheda,387001,22.6915853,72.8633635,"Orthopaedic,Paediatricians,Neurologist",2
"Ground Floor, Shivani House, Near Hiro Honda Show Room, Santram Road, Nadiad",E N T Surgical Hospital,Gujarat,Kheda,387001,22.6752076,72.8688241,General Physician,0
"Near Charotar Bank, Chetak Petrol Pump, Santaram Road, Nadiad",Gopal Children Hospital and Neonatal Care Nursery,Gujarat,Kheda,387001,22.6915853,72.8633635,Gynecology/Obstetrics,10
"College Road, Nadiad",J.S.Ayurved Mahavidyalaya and P.D.Patel Ayurved Hosp,Gujarat,Kheda,387001,22.6826638,72.8781885,General Pediatrics,50
"Desai Vago, Nadiad",Kantalaxmi Hospital,Gujarat,Kheda,387001,22.6919474,72.8683209,General Physician,5
"Desai Vago, Rabari Wad, Nadiad",Life Support Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,"Gynecology/Obstetrics,General Physician",4
"Ghodia Bazar, Station Road, Nadiad",Madhu Eye Hospital,Gujarat,Kheda,387001,22.6953348,72.8601307,"Orthopaedics,Neurologist,Cardiologist,Urologist",149
"College Road, Nadiad",Mahagujarat Medical Society,Gujarat,Kheda,387001,22.6826638,72.8781885,Multi-Speciality,149
"Dr Virendra Desai Road, Nadiad",Muljibhai Patel Urological Hospital,Gujarat,Kheda,387001,22.6917032,72.8628241,General Physician,12
"Nr. Shital Cinema, Dakor Road, Nadiad",Omkar Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,Orthopaedic,10
"Prime Location, Above Icici Bank, Vaniywad, Nadiad",Pooja Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,"Dermatologist, Pediatrics, Cardiologist, Gynaecologist, Dentistry",35
"Santram Complex, Near Oper Air Theater, Opposite Physiotherapy Center, Nadiad",Radha Swami Surgical Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,"Orthopaedic,Coronavirus",130
"Rabariwad, Nadiad",Rang-Jyoti Nursing Home,Gujarat,Kheda,387001,22.6915853,72.8633635,"cardiologist, dermatologist, obstetrics, ophthalmologist, pediatrics, neurologist, rheumatologist",110
"Yogi Complex, Opposite Old S T Bus Stand, Nadiad",Ranjan Prasuti Gruh,Gujarat,Kheda,387001,22.6915853,72.8633635,"Pediatrics, Gynaecologist,Maternity,Gastroenterologist",30
"Alaknanda Tapovan Society, Vkv Road, Nadiad",Santvan Psychiatric Nursing Home,Gujarat,Kheda,387001,22.6915853,72.8633635,"General Physician, Paediatricians,Maternity,Dengue, Vaccination, Fever",4
"Colleage Road, Nadiad",Sheth H. J. Mahagujarat Hospital,Gujarat,Kheda,387001,22.6826638,72.8781885,"Cardiologists , Echocardiologists,Bone Fracture, Paediatrics, Urologist",13
Behind Santram Mandir Nadiad,Shree Santram Ntera Chikitsalay,Gujarat,Kheda,387001,22.6857415,72.8659798,"Breast Ultrasound, Bone Mineral Density,Abdominal Ultrasound,Diagnostic Ultrasound",5
"Rabariwad, Nadiad",Shree Vrunda Children Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,"Dental,Maternity, neurologist, Bone Fracture,Urologist",8
"Rabari Wad, Desai Vago, Nadiad",Shreeji`S Life Support Hospital,Gujarat,Kheda,387001,22.6919474,72.8683209,Obstetrician,12
"Opp, D P Desai High School & Lalit Laboratory, Santram Road, Nadiad",Shreenath Hospital,Gujarat,Kheda,387001,22.6752076,72.8688241,"Nephrologist, Dialysis center",10
"Rabari Wad, Desai Vago, Nadiad",Shubham Hospital,Gujarat,Kheda,387001,22.6919474,72.8683209,Paediatrician,35
"1St Floor, Manilal Mension, Nr Ruxmani Tower,Dabhan Bhagol, Nadiad",Surbhi Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
Pij Bhagol,Tulsi Hospital,Gujarat,Kheda,387001,22.750651,72.6846658,Gynaecologist & Obstetrician,110
"Mangalam Complex,Near Surajba Park, Rabarivad,Nadiad",Urvish Surgical and Eye Hospital,Gujarat,Kheda,387001,22.6915853,72.8633635,Ophthalmologist,30
"Missiona Road, Nadiad",D D M M Institute Of Cardiology,Gujarat,Kheda,387002,22.7001357,72.8485635,Cardiologist,4
"2Nd Floor, Metro City Complex,Opposite Shreyas Cinema,Pij Road, Nadiad",Keya Hospitals,Gujarat,Kheda,387002,22.6921892,72.8425277,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"Pankaj Society, Opposite Vallabhnagar Dhall, Pij Road, Nadiad",Prarthana Hospital,Gujarat,Kheda,387002,22.6921892,72.8425277,Obstetrician,5
Behind Railway Station Nadiad Nadiad,Sanjay Hospital,Gujarat,Kheda,387002,22.693884,72.857104,"Nephrologist, Dialysis center",8
Nadiad,The Methodist Hospital,Gujarat,Kheda,387002,22.6915853,72.8633635,Paediatrician,12
"49, Navjivan Society, Station Road",Bhavsar Hospital,Gujarat,Kheda,387130,22.8202422,72.7557763,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"Mahudha Road, Mehmdabad",Lucky Hospital,Gujarat,Kheda,387130,22.8187034,72.9410302,Gynaecologist & Obstetrician,35
"Referral Hospital/Samuhik Aarogya Kendra, Mahudha",Chc Mahudha,Gujarat,Kheda,387335,22.8187034,72.9410302,Ophthalmologist,130
"P. O- Uttarsanda, At. Nadiad",C G General Hospital,Gujarat,Kheda,387370,22.6915853,72.8633635,Cardiologist,110
"Opposite Bhadrakali Mata Mandir, Bhati Wado, Lal Darwaja",Arpan Hospital,Gujarat,Kheda,387411,23.0263517,72.5819013,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"College Road, Balasinor",Sarvoday Hospital,Gujarat,Kheda,387411,22.9532413,73.3325516,Obstetrician,4
Matar,Gayatri Hospital,Gujarat,Kheda,387530,22.7065366,72.6594646,"Nephrologist, Dialysis center",13
"Matar, Dt",Sainath Hospital,Gujarat,Kheda,387530,22.750651,72.6846658,Paediatrician,5
"P.O. Uttarsanda, Ta. Nadiad",Chaturbhai Gangadas General Hospital,Gujarat,Kheda,387570,22.6915853,72.8633635,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",8
"Mina Bazar, Kapadwanj City",Annapurna Hospital - Kapadwanj,Gujarat,Kheda,387620,23.0214669,73.068096,Gynaecologist & Obstetrician,5
"Near Bhumi Provision Store, National Highway 59, Dholi Kui, Kapadwanj",Jeevandeep Nursing Home,Gujarat,Kheda,387620,23.0230183,73.0698191,Ophthalmologist,8
Kapadwanj,Kothari Orthopaedic Hospital,Gujarat,Kheda,387620,23.0200163,73.0700421,Obstetrician,20
"Referral Hospital/Samuhik Aarogya Kendra, Kathlal",Chc Kathlal,Gujarat,Kheda,387630,22.9003143,72.9911677,"Nephrologist, Dialysis center",17
"Behind Milk Dairy, At. Kathalal",Mangla Maternity Home,Gujarat,Kheda,387630,22.9003143,72.9911677,Paediatrician,30
"Amarnath Complex, Char Rasta, Kathlal",Om Maternity and Nursing Home,Gujarat,Kheda,387630,22.9003143,72.9911677,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",101
"1St Floor, Indraprasth Complex, Near Swagat Hotel, Kathalal",Shrey Lifecare Private Limited,Gujarat,Kheda,387630,22.9003143,72.9911677,Gynaecologist & Obstetrician,20
"Shriram Complex, Kathlal",Vallabh Surgical Hospital And X-Ray Clinic,Gujarat,Kheda,387630,22.9003143,72.9911677,Ophthalmologist,7
"Station Road, Dakor",Reejay Children Hospital,Gujarat,Kheda,388225,22.7511706,73.1522704,Cardiologist,11
"Balasinor Road, Nr Ace Gate,Sevaliya Gam",Sonaba Hospital and Sadaba Nursing Home,Gujarat,Kheda,388245,22.9532413,73.3325516,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",33
"Referral Hospital/Samuhik Aarogya Kendra, Balasinor",Chc Balasinor,Gujarat,Kheda,388255,22.9532413,73.3325516,Gynaecologist & Obstetrician,26
Balasinor,Kacheria Mojilal Gordhandas General Hospital,Gujarat,Kheda,388255,22.9532413,73.3325516,"General Physician, Gastroenterologist, Oncologist, Endoscopist",43
"Saliyawadi Darwajaj,Balasinor",Kmg General Hospital,Gujarat,Kheda,388255,22.9532413,73.3325516,"Gynaecologist & Obstetrician, Urologist",19
